Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
39,9003,1,1,0,6,7,5,12.8,1,6,11,5,13.833333333333334,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
43,9070,1,1,0,7,8,7,13.285714285714286,3,8,11,7,12.142857142857142,Enrolled
44,9003,0,1,0,6,16,4,11.8,0,6,15,2,12.0,Dropout
43,8014,1,1,0,13,13,6,11.333333333333334,2,11,11,2,13.5,Dropout
1,9500,1,1,0,8,12,5,12.002,0,8,12,5,12.002,Dropout
1,9500,1,1,0,7,10,5,13.976666666666668,0,8,9,8,13.22222222222222,Enrolled
7,9003,0,1,0,6,10,5,15.2,1,6,9,1,11.0,Dropout
1,9670,1,1,1,6,7,6,13.142857142857142,0,6,8,6,14.166666666666666,Graduate
39,9147,1,1,0,5,14,0,0.0,0,5,5,0,0.0,Dropout
17,9500,1,1,0,8,11,7,13.867142857142856,0,8,11,7,13.867142857142856,Graduate
39,9500,1,1,0,8,11,6,12.675,0,8,11,6,12.675,Graduate
16,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9853,1,1,1,6,6,6,12.0,0,6,7,6,12.5,Enrolled
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9254,1,1,1,6,7,6,11.0,0,6,6,5,12.2,Dropout
39,9991,1,1,0,5,11,4,10.75,0,5,11,4,11.333333333333334,Dropout
39,9773,1,1,0,6,7,5,14.2,0,6,6,6,14.166666666666666,Graduate
1,9500,0,1,0,7,11,4,12.6,0,7,7,4,11.575,Dropout
39,9991,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9991,1,1,0,5,6,5,14.0,0,5,6,5,14.166666666666666,Graduate
39,9773,0,1,0,6,16,2,10.0,0,6,12,4,12.25,Dropout
17,9070,1,1,0,6,6,6,13.833333333333334,0,6,8,6,13.125,Graduate
39,9991,0,1,0,5,8,2,11.0,0,5,5,1,11.0,Dropout
39,9500,1,1,0,8,8,7,11.635714285714286,0,8,8,7,11.635714285714286,Enrolled
39,8014,1,1,0,6,6,4,12.25,0,5,5,0,0.0,Dropout
17,9119,1,1,0,5,9,4,12.5,0,5,11,5,11.285714285714286,Enrolled
39,9991,1,1,0,5,5,5,13.8,0,5,6,5,13.666666666666666,Graduate
1,9254,1,1,0,6,8,3,12.0,0,6,9,1,11.0,Dropout
39,9991,1,1,0,5,9,3,11.0,0,5,8,4,12.5,Enrolled
17,9670,1,1,1,6,7,4,13.75,0,6,10,6,11.555555555555555,Graduate
1,9254,1,1,0,6,6,6,10.666666666666666,0,6,8,4,11.25,Enrolled
42,9556,1,1,0,7,7,0,0.0,0,8,13,2,13.15,Dropout
43,9991,1,1,0,5,6,5,13.833333333333334,0,5,7,5,15.4,Graduate
44,9003,1,1,0,6,6,0,0.0,0,6,7,0,0.0,Enrolled
39,9991,1,1,0,5,5,5,15.8,0,5,5,5,16.8,Graduate
43,9500,1,1,0,14,26,12,12.52608695652174,11,14,26,12,12.52608695652174,Graduate
39,9500,1,1,0,7,9,6,12.783333333333331,0,8,11,0,0.0,Dropout
7,9991,0,1,0,5,5,0,0.0,0,5,5,1,10.0,Dropout
17,9085,1,1,0,5,8,3,13.0,0,5,8,3,10.666666666666666,Graduate
7,9003,1,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
1,9119,1,1,0,5,7,5,10.8,0,5,9,3,12.0,Enrolled
51,9147,1,1,0,5,7,5,11.0,0,5,7,3,10.0,Enrolled
42,9119,0,1,0,4,4,0,0.0,0,5,5,0,0.0,Dropout
1,9119,1,1,0,5,7,0,0.0,0,5,5,0,0.0,Enrolled
17,9773,0,1,0,6,10,2,12.0,0,6,0,0,0.0,Dropout
17,9147,1,1,0,5,7,4,10.75,0,5,10,2,11.0,Dropout
1,9147,1,1,0,5,8,5,11.6,0,5,10,4,13.5,Graduate
17,9147,1,1,1,5,6,5,11.8,0,5,8,4,11.6,Graduate
1,9003,1,1,0,6,7,6,16.0,0,6,6,6,15.166666666666666,Graduate
1,9773,1,1,1,6,6,6,12.666666666666666,0,6,6,6,11.5,Graduate
39,9500,1,1,0,7,12,4,14.4,0,7,9,6,13.5,Enrolled
39,9254,0,1,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
17,9670,0,1,0,6,11,4,12.25,0,6,9,4,13.4,Enrolled
44,9070,1,1,0,7,9,5,12.6,5,9,10,8,12.75,Dropout
1,9500,1,1,0,8,8,7,13.4,0,8,8,7,13.4,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
42,9003,1,1,0,6,9,1,10.0,0,6,6,0,0.0,Dropout
17,9119,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
44,9003,1,1,0,6,16,3,11.25,0,6,14,4,11.2,Dropout
17,9670,1,1,0,5,10,0,0.0,0,5,5,0,0.0,Enrolled
39,9147,1,1,0,5,8,3,10.666666666666666,0,5,5,1,14.0,Dropout
1,9130,1,1,0,5,7,4,11.75,0,5,5,5,13.4,Graduate
1,9147,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
5,9070,1,0,0,6,6,6,12.666666666666666,0,6,8,6,14.125,Graduate
39,9556,1,0,0,7,14,7,11.95,0,8,15,7,12.042857142857144,Enrolled
17,9254,1,0,0,6,7,5,14.0,0,6,6,6,15.666666666666666,Graduate
43,8014,0,0,0,6,6,0,0.0,0,6,12,0,0.0,Dropout
1,9147,1,0,1,5,11,2,11.5,0,5,10,0,0.0,Dropout
43,9130,1,0,0,6,10,6,12.0,0,6,12,5,12.8,Graduate
39,9085,1,0,0,6,7,6,16.428571428571427,0,6,7,6,16.666666666666668,Dropout
1,9500,1,0,1,7,9,5,13.336000000000002,0,8,9,7,13.207142857142856,Graduate
39,9556,1,0,1,7,7,0,0.0,0,8,8,0,0.0,Enrolled
15,9670,1,0,0,7,9,7,14.666666666666666,1,6,8,6,14.0,Graduate
1,9500,1,0,0,8,8,7,14.115714285714288,0,8,8,7,14.115714285714288,Graduate
1,9085,1,0,1,6,7,6,14.857142857142858,0,6,10,6,13.11111111111111,Graduate
1,9085,1,0,1,6,7,6,13.833333333333334,0,6,10,6,13.714285714285714,Graduate
17,9147,1,0,0,5,10,3,11.0,0,5,9,4,11.75,Enrolled
43,9085,1,0,0,6,11,4,11.75,0,6,12,3,13.666666666666666,Enrolled
17,9147,1,0,1,5,15,2,10.0,0,5,14,2,12.0,Dropout
39,9500,1,0,1,8,15,6,12.415,0,8,15,6,12.415,Graduate
1,9130,1,0,0,5,12,1,11.0,0,5,9,2,10.5,Enrolled
44,9085,1,0,0,6,14,5,14.428571428571429,1,6,7,6,13.428571428571429,Graduate
17,9500,1,0,1,8,8,7,14.312857142857142,0,8,8,7,14.312857142857142,Graduate
39,9085,0,0,0,6,8,6,15.428571428571429,0,6,7,5,14.5,Enrolled
1,9130,1,0,0,5,9,4,12.0,0,5,6,5,13.4,Graduate
1,9238,1,0,0,6,7,6,13.833333333333334,0,6,7,6,13.714285714285714,Graduate
1,9238,1,0,0,6,6,6,12.166666666666666,0,6,7,6,12.142857142857142,Graduate
1,9500,1,0,0,8,8,7,14.014285714285714,0,8,8,7,14.014285714285714,Enrolled
17,9238,1,0,0,6,15,2,10.333333333333334,0,6,13,3,13.333333333333334,Enrolled
1,9773,1,0,1,6,7,5,13.2,0,6,7,5,13.6,Graduate
1,9500,1,0,0,7,7,6,15.4,0,7,7,6,15.4,Graduate
17,9500,1,0,1,7,7,7,13.385714285714286,0,8,8,8,15.925,Graduate
1,9130,1,0,0,6,13,6,10.857142857142858,0,6,10,4,11.0,Dropout
17,9147,1,0,0,5,11,5,11.333333333333334,0,5,8,5,12.0,Graduate
1,9085,1,0,1,5,7,4,14.5,0,5,5,5,13.6,Graduate
1,9070,1,0,1,6,6,6,14.166666666666666,0,6,8,6,12.375,Graduate
17,8014,1,0,0,6,7,6,12.833333333333334,0,6,8,6,12.0,Graduate
1,9238,1,0,0,6,7,6,13.333333333333334,0,6,6,6,14.5,Graduate
1,9238,1,0,1,6,7,6,13.666666666666666,0,6,7,6,14.571428571428571,Graduate
39,9254,0,0,1,6,6,6,10.833333333333334,0,6,7,5,11.0,Dropout
1,9853,1,0,0,6,7,6,13.428571428571429,0,6,8,6,13.142857142857142,Graduate
1,9500,1,1,0,7,7,7,12.401428571428571,0,8,10,6,11.808333333333332,Enrolled
42,9003,0,1,0,6,8,0,0.0,0,6,10,0,0.0,Dropout
39,9991,0,1,0,4,4,0,0.0,0,5,0,0,0.0,Dropout
39,9991,1,1,0,5,9,4,11.5,0,5,6,5,11.6,Dropout
39,9119,0,1,0,5,8,0,0.0,0,5,5,0,0.0,Dropout
39,9670,1,1,1,6,8,6,14.142857142857142,0,6,6,6,13.5,Graduate
39,8014,1,1,0,6,6,0,0.0,0,5,6,0,0.0,Dropout
43,9991,1,1,1,10,12,10,13.8,5,10,10,10,12.8,Graduate
7,9991,1,1,0,10,10,10,13.6,5,10,10,5,13.6,Dropout
7,9238,1,1,0,16,23,15,11.733333333333333,6,11,17,9,11.88888888888889,Graduate
39,9147,0,1,0,5,8,1,10.0,0,5,9,1,10.0,Dropout
44,9085,1,1,0,6,19,0,0.0,0,6,6,0,0.0,Dropout
44,9003,1,1,0,6,6,0,0.0,0,6,8,0,0.0,Enrolled
44,9003,1,1,0,6,12,4,10.8,0,6,13,4,12.0,Enrolled
39,9500,1,1,0,7,8,6,13.046666666666669,2,8,10,7,13.30625,Dropout
43,8014,1,0,0,9,13,8,11.0,3,7,10,6,10.833333333333334,Enrolled
39,8014,1,0,1,6,10,3,12.333333333333334,0,6,14,3,11.666666666666666,Enrolled
43,8014,1,0,0,11,16,10,11.8,3,7,7,7,13.285714285714286,Graduate
39,9991,1,0,0,5,8,3,11.0,0,5,8,3,11.25,Enrolled
16,9500,1,0,0,8,8,8,13.11,0,8,8,8,13.11,Graduate
7,9500,1,0,0,8,8,7,14.414285714285716,0,8,8,7,14.414285714285716,Graduate
17,8014,0,0,0,5,5,0,0.0,0,5,10,0,0.0,Dropout
17,9147,1,0,0,5,8,5,12.333333333333334,0,5,7,5,12.2,Graduate
1,9500,1,0,1,7,9,0,0.0,0,7,8,1,10.0,Dropout
17,9556,1,0,1,7,9,7,14.1,0,8,8,8,13.3125,Graduate
1,9500,1,0,0,8,8,8,13.045,0,8,8,8,13.045,Graduate
1,9500,1,1,0,8,10,5,12.858,0,8,10,5,12.858,Enrolled
42,9500,1,0,1,8,8,8,14.2525,0,8,8,8,14.2525,Graduate
1,9500,1,0,1,7,9,5,14.06,0,7,9,7,11.242857142857142,Enrolled
1,9500,1,0,0,8,8,7,15.075714285714286,0,8,8,7,15.075714285714286,Graduate
17,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Enrolled
43,9670,1,0,0,5,5,4,13.75,0,6,9,5,12.6,Enrolled
7,9003,1,0,0,17,28,17,13.15,8,12,22,12,13.214285714285714,Graduate
1,9238,1,0,1,6,9,5,12.333333333333334,0,6,7,5,11.8,Graduate
1,9500,1,0,1,7,8,7,13.778571428571428,0,8,10,8,13.122222222222222,Graduate
1,9853,0,0,0,6,12,3,10.333333333333334,0,6,14,1,11.0,Dropout
43,9773,1,0,0,6,11,3,11.333333333333334,0,6,7,2,11.0,Enrolled
1,9238,1,0,0,6,7,5,13.2,0,6,6,6,12.666666666666666,Enrolled
1,9070,1,0,1,6,8,6,13.571428571428571,0,6,11,6,12.375,Graduate
1,8014,1,0,0,11,14,11,12.75,3,7,7,7,13.428571428571429,Graduate
39,9773,1,1,0,6,11,3,13.0,0,6,15,1,12.0,Dropout
1,9670,1,1,0,5,7,3,11.333333333333334,0,5,7,4,11.0,Enrolled
39,9670,0,1,0,6,12,0,0.0,0,6,9,0,0.0,Dropout
39,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9147,0,1,0,5,7,2,12.5,0,5,13,1,11.0,Dropout
1,9085,1,1,0,6,7,6,14.857142857142858,0,6,8,6,14.142857142857142,Graduate
39,8014,1,1,0,9,13,8,12.0,2,7,8,7,11.571428571428571,Graduate
1,171,0,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9991,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Enrolled
39,9500,1,1,0,7,8,7,12.828571428571427,0,8,8,8,12.6875,Graduate
39,9500,1,1,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9670,1,1,0,6,6,6,13.333333333333334,0,6,8,5,14.0,Graduate
42,9500,1,1,1,14,20,14,13.072857142857144,6,14,20,14,13.072857142857144,Graduate
42,9119,0,1,0,7,13,5,12.0,2,7,7,3,11.0,Dropout
1,9254,1,0,0,6,6,6,15.5,0,6,6,6,16.0,Graduate
44,9130,1,0,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
1,9773,1,0,1,6,7,6,14.714285714285714,0,6,6,6,15.166666666666666,Graduate
1,9085,1,0,0,6,7,6,16.714285714285715,0,6,6,6,15.333333333333334,Graduate
1,9238,1,0,1,6,9,6,10.857142857142858,0,6,7,6,11.666666666666666,Graduate
1,9500,1,0,0,7,8,6,11.658333333333331,0,8,11,6,12.416666666666666,Graduate
18,9773,1,0,1,6,8,5,11.6,0,6,7,6,12.0,Graduate
1,9670,1,0,0,6,8,6,14.625,0,6,9,6,14.142857142857142,Enrolled
1,9773,1,0,1,6,6,6,12.166666666666666,0,6,8,6,12.666666666666666,Graduate
1,9500,1,0,0,7,12,4,13.375,0,7,8,6,12.116666666666667,Enrolled
1,9853,1,0,1,6,6,6,12.5,0,6,6,6,12.833333333333334,Graduate
39,9500,0,0,0,7,8,5,12.56,0,7,8,5,12.56,Dropout
17,9500,1,0,0,7,7,7,13.19,0,8,8,8,14.23125,Graduate
1,9238,1,0,1,6,11,3,11.0,0,6,9,4,11.25,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9238,1,0,1,6,11,5,11.6,0,6,10,6,11.714285714285714,Graduate
1,9500,1,0,0,7,7,6,14.266666666666666,0,7,7,6,14.266666666666666,Graduate
1,9147,1,0,1,5,6,4,11.0,0,5,9,4,13.857142857142858,Enrolled
7,8014,1,0,0,10,11,9,12.666666666666666,3,7,7,7,12.428571428571429,Graduate
43,9773,1,0,0,6,6,0,0.0,0,6,10,3,11.0,Enrolled
18,9500,1,0,0,8,11,7,12.771428571428572,0,8,11,7,12.771428571428572,Graduate
18,9085,1,0,0,5,12,0,0.0,0,5,5,0,0.0,Dropout
44,9238,1,0,1,6,6,6,15.5,2,6,7,6,13.571428571428571,Graduate
17,9670,1,0,1,6,7,6,13.285714285714286,0,6,9,5,14.6,Enrolled
1,9500,1,0,0,7,11,5,11.716666666666669,0,7,8,5,13.7,Enrolled
17,9130,1,0,0,6,8,6,11.333333333333334,0,6,12,4,13.75,Dropout
1,9670,1,0,1,6,6,6,13.333333333333334,0,6,10,5,13.4,Graduate
39,9991,1,0,1,5,13,4,12.333333333333334,0,5,14,2,10.0,Graduate
1,9070,1,0,0,6,6,6,12.333333333333334,0,6,6,6,12.833333333333334,Enrolled
17,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9147,1,0,0,5,8,5,12.6,0,5,9,4,11.6,Graduate
17,9147,1,0,0,5,5,5,12.6,0,5,5,4,11.0,Enrolled
39,9003,0,0,0,6,10,6,14.333333333333334,0,6,9,6,12.833333333333334,Enrolled
1,9670,1,0,0,5,8,3,12.0,0,5,9,2,11.0,Enrolled
39,9085,1,0,0,6,7,6,14.857142857142858,0,6,10,5,13.6,Graduate
43,9147,1,0,0,15,17,12,11.916666666666666,11,13,13,11,13.181818181818182,Graduate
39,9991,1,0,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9147,1,0,0,5,12,3,13.333333333333334,0,5,8,5,12.2,Enrolled
39,9991,0,0,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9085,1,0,0,6,6,6,17.0,0,6,6,6,15.5,Graduate
39,9085,1,0,1,6,13,3,11.666666666666666,0,6,14,2,11.333333333333334,Enrolled
39,9003,1,0,0,19,24,19,12.210526315789474,11,13,13,13,11.384615384615383,Graduate
39,9070,1,0,1,6,8,6,13.0,0,6,9,5,12.857142857142858,Graduate
1,9991,0,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9991,1,0,0,5,9,2,10.5,0,5,7,3,11.0,Enrolled
44,9003,1,0,0,6,7,6,13.571428571428571,0,6,9,6,12.714285714285714,Graduate
39,9556,1,0,0,3,7,1,14.0,0,2,4,0,0.0,Dropout
39,9773,0,0,0,5,5,0,0.0,0,4,5,0,0.0,Dropout
42,9147,1,0,0,15,20,13,12.461538461538462,10,13,13,10,11.1,Dropout
44,9085,1,0,0,6,8,4,14.4,0,6,6,5,13.0,Graduate
18,9773,0,0,0,6,6,0,0.0,0,6,0,0,0.0,Dropout
1,9773,1,0,0,6,6,6,14.333333333333334,0,6,6,6,14.166666666666666,Graduate
53,9003,1,0,0,13,21,11,11.909090909090908,5,11,14,11,10.727272727272728,Graduate
18,9070,1,0,0,6,8,6,13.714285714285714,0,6,8,6,14.375,Graduate
1,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
17,9500,1,0,1,7,10,5,13.46,0,7,8,7,12.2375,Dropout
1,9773,1,0,0,6,6,6,15.0,0,6,6,6,13.333333333333334,Graduate
1,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9670,1,0,0,6,7,5,13.4,0,6,6,5,12.8,Graduate
43,8014,1,0,0,6,9,5,13.0,0,6,10,4,12.5,Enrolled
43,9238,1,0,0,6,13,4,11.25,0,6,8,4,13.75,Graduate
1,9085,1,0,0,5,5,5,12.6,0,5,7,5,11.6,Graduate
39,8014,1,0,0,6,8,6,12.666666666666666,0,6,6,6,11.833333333333334,Graduate
43,9853,1,0,0,21,23,21,12.333333333333334,19,19,19,19,12.105263157894736,Graduate
17,9773,1,0,1,6,11,5,12.0,0,6,11,5,11.0,Dropout
39,9147,1,0,0,5,5,5,16.4,0,5,5,5,16.6,Graduate
39,8014,1,0,0,1,1,0,0.0,0,6,0,0,0.0,Dropout
39,9003,1,0,0,6,10,6,12.75,0,6,6,4,14.75,Graduate
39,9147,1,0,0,5,14,4,14.5,0,5,12,5,13.0,Enrolled
39,9991,1,0,0,5,5,5,14.8,0,5,5,5,14.4,Graduate
1,171,1,0,0,17,22,17,10.36842105263158,14,17,18,17,11.5,Graduate
39,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
43,9991,1,0,0,10,15,6,10.666666666666666,5,10,17,9,11.333333333333334,Enrolled
42,9254,1,0,0,15,21,13,12.692307692307692,12,15,22,13,12.384615384615383,Graduate
39,9991,1,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
51,9147,1,0,0,15,15,15,11.8,12,13,13,12,11.666666666666666,Enrolled
39,9556,0,0,0,7,7,0,0.0,0,5,10,0,0.0,Dropout
39,8014,1,0,0,6,9,5,12.333333333333334,0,6,12,4,11.5,Enrolled
42,9853,1,0,0,12,18,11,13.0,4,13,22,8,11.875,Dropout
39,8014,1,0,0,6,13,4,12.5,0,6,8,3,11.666666666666666,Dropout
39,8014,1,0,1,6,8,5,12.2,0,6,10,4,11.25,Graduate
43,9238,1,0,0,10,15,8,11.0,2,7,16,5,11.2,Enrolled
39,9991,1,0,0,5,14,1,10.0,0,5,13,2,12.0,Dropout
39,8014,1,0,1,6,7,6,12.333333333333334,0,6,8,6,11.5,Graduate
7,9003,1,0,0,13,13,13,14.307692307692308,5,12,15,12,15.23076923076923,Graduate
39,8014,1,0,0,11,13,11,14.454545454545457,6,8,8,8,13.5,Graduate
39,9991,1,0,0,5,6,5,11.0,0,5,5,5,13.2,Graduate
1,9853,1,0,1,6,8,6,13.142857142857142,0,6,6,6,12.833333333333334,Graduate
17,9238,1,0,1,6,8,6,13.75,0,6,7,6,11.857142857142858,Graduate
17,9670,1,0,1,6,6,6,14.0,0,6,9,5,13.8,Graduate
39,8014,1,0,0,8,13,8,13.75,2,6,9,6,12.5,Graduate
39,9991,1,0,0,5,5,0,0.0,0,5,6,0,0.0,Dropout
1,9670,1,0,1,6,6,6,13.166666666666666,0,6,8,6,12.428571428571429,Graduate
43,8014,1,0,0,12,12,9,12.444444444444445,4,7,8,6,12.0,Dropout
17,9853,1,0,0,6,7,6,12.666666666666666,0,6,7,5,13.0,Graduate
1,8014,1,0,0,6,7,6,11.333333333333334,0,6,7,6,10.5,Graduate
39,9991,1,0,0,5,9,4,11.25,0,5,6,5,12.0,Enrolled
43,9500,1,0,0,7,8,7,13.6125,0,8,8,8,14.575,Graduate
18,9500,1,0,0,8,8,7,12.414285714285716,0,8,8,7,12.414285714285716,Graduate
17,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
43,9991,1,0,0,12,21,11,11.5,7,12,22,12,11.4375,Enrolled
7,8014,1,0,0,5,5,0,0.0,0,6,0,0,0.0,Dropout
39,9556,1,0,0,7,10,7,11.0,0,8,8,8,13.125,Graduate
17,9238,1,0,1,6,6,6,14.0,0,6,6,6,13.5,Graduate
39,8014,1,0,0,6,13,4,12.0,0,6,10,3,12.0,Dropout
17,9773,1,0,0,6,7,6,12.5,0,6,7,6,12.5,Graduate
39,8014,1,0,1,6,8,6,11.333333333333334,0,6,9,6,11.333333333333334,Graduate
1,9500,1,0,1,7,7,6,14.066666666666668,0,7,7,6,14.066666666666668,Graduate
43,9085,1,0,0,9,14,8,13.555555555555555,2,7,10,7,13.571428571428571,Graduate
44,9003,0,0,0,6,13,5,11.6,0,6,11,4,12.25,Dropout
17,9773,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,0,0,8,8,8,13.27625,0,8,8,8,13.27625,Graduate
43,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9238,1,0,0,6,8,6,14.375,0,6,8,6,14.75,Graduate
39,9147,1,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,8014,1,0,1,6,7,6,10.666666666666666,0,6,9,5,11.8,Enrolled
7,8014,1,0,0,13,19,12,13.416666666666666,4,10,10,10,14.5,Graduate
1,9500,1,0,0,7,9,6,12.97166666666667,0,8,9,7,12.321428571428571,Graduate
43,9991,1,0,0,15,16,14,10.928571428571429,12,14,16,12,11.833333333333334,Dropout
39,9003,0,0,0,6,6,0,0.0,0,6,7,0,0.0,Dropout
1,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,8014,1,0,0,6,6,4,13.25,0,6,6,0,0.0,Enrolled
39,9238,1,0,0,6,14,6,11.333333333333334,0,6,11,5,12.4,Dropout
39,9670,1,0,0,5,6,1,11.0,0,5,5,0,0.0,Dropout
39,9500,1,0,1,8,9,7,12.757142857142856,0,8,9,7,12.757142857142856,Graduate
1,9773,1,0,1,6,6,6,14.5,0,6,6,6,14.666666666666666,Graduate
44,8014,1,0,0,6,6,6,13.833333333333334,2,6,7,6,14.571428571428571,Graduate
1,9147,1,0,0,5,8,4,11.25,0,5,7,5,10.4,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9500,1,0,0,8,10,1,13.67,0,8,10,1,13.67,Enrolled
39,9991,1,0,0,5,9,0,0.0,0,5,5,2,12.5,Dropout
1,9130,1,0,0,5,10,1,13.0,0,5,14,0,0.0,Dropout
39,9991,1,0,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9500,1,0,0,8,12,7,11.971428571428572,0,8,12,7,11.971428571428572,Graduate
39,8014,1,0,0,6,12,0,0.0,1,6,11,0,0.0,Dropout
43,9773,1,0,0,6,11,1,16.0,0,6,8,4,12.25,Dropout
44,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
43,9853,0,0,0,6,9,4,12.75,0,5,5,0,0.0,Dropout
39,9991,1,0,0,5,9,4,11.0,0,5,10,4,10.75,Enrolled
39,8014,1,0,0,2,2,0,0.0,0,6,0,0,0.0,Dropout
39,8014,1,0,1,6,7,5,12.2,0,6,6,6,12.333333333333334,Graduate
39,9556,1,0,0,7,9,7,12.428571428571429,0,8,8,8,12.3,Enrolled
1,171,1,0,1,12,12,12,14.5,4,11,15,11,13.583333333333334,Graduate
39,9003,1,0,0,12,13,6,13.0,4,12,14,11,13.833333333333334,Graduate
1,9500,1,0,0,7,7,7,11.714285714285714,0,8,8,8,12.75,Graduate
39,9853,1,0,0,7,12,4,10.25,0,7,10,3,13.0,Dropout
44,9853,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9670,1,0,0,6,9,6,12.375,0,6,7,6,13.142857142857142,Graduate
1,9853,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.0,Graduate
39,9085,1,0,0,6,13,3,10.5,0,6,19,1,12.0,Dropout
1,9003,1,0,0,6,11,6,14.125,0,6,10,5,12.6,Graduate
1,9085,1,0,0,6,7,6,14.666666666666666,0,6,12,6,13.833333333333334,Graduate
39,9670,1,0,0,5,8,5,11.4,0,5,7,3,12.333333333333334,Enrolled
39,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9238,1,0,1,6,7,6,14.0,0,6,7,5,14.8,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
7,9500,1,0,0,7,7,0,0.0,0,7,7,0,0.0,Dropout
39,8014,1,0,0,11,11,11,12.636363636363637,5,8,8,8,11.0,Graduate
39,9853,1,0,0,6,11,3,12.333333333333334,0,6,13,2,11.0,Dropout
39,9254,1,0,0,6,7,6,15.0,0,6,10,6,12.833333333333334,Graduate
1,9670,1,0,1,6,8,4,11.75,0,6,10,6,12.666666666666666,Graduate
1,9500,1,0,0,8,8,7,14.13714285714286,0,8,8,7,14.13714285714286,Graduate
18,9070,1,0,0,6,6,2,12.0,0,6,6,1,11.0,Dropout
1,9991,1,0,0,5,5,5,10.8,0,5,9,4,11.5,Graduate
1,9070,1,0,1,6,8,6,13.285714285714286,0,6,8,6,12.5,Dropout
17,9147,1,0,1,5,7,5,13.6,0,5,5,5,12.6,Graduate
42,9500,1,0,0,7,8,7,13.55,0,8,8,8,14.1875,Graduate
17,9500,1,0,0,8,8,0,0.0,0,8,8,0,0.0,Enrolled
39,8014,1,0,0,6,10,4,13.5,1,6,7,6,11.166666666666666,Graduate
39,9670,1,0,1,6,8,5,11.6,0,6,9,5,14.2,Graduate
43,9238,1,0,0,10,16,10,12.5,2,7,9,4,12.6,Graduate
39,9991,1,0,0,5,14,1,11.0,0,5,11,2,12.666666666666666,Dropout
5,9085,1,0,0,5,9,3,12.0,0,5,6,4,13.0,Enrolled
16,9147,1,0,0,5,8,4,11.6,0,5,10,3,12.333333333333334,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
43,9991,1,0,0,10,14,10,14.636363636363637,5,10,13,10,14.6,Graduate
1,9254,1,0,1,6,8,6,13.0,0,6,6,6,12.166666666666666,Graduate
42,9853,1,0,0,18,23,14,12.785714285714286,16,17,18,16,13.875,Dropout
1,9070,1,0,0,6,6,6,14.5,0,6,7,5,12.0,Graduate
1,9085,0,0,0,5,12,4,14.6,0,5,5,4,12.75,Dropout
17,9773,0,0,0,6,7,6,12.5,0,6,6,6,12.166666666666666,Graduate
1,9070,1,0,1,6,6,6,14.0,0,6,8,6,13.125,Graduate
17,9500,1,0,1,7,7,7,13.801428571428572,0,8,8,8,14.575,Graduate
